STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_threats,Total_fem,safety_index
ODISHA,ROURKELA,2003,10,3,1,31,6,21,0,72,20762082,3.47E-06
ODISHA,SAMBALPUR,2003,22,9,1,61,13,15,0,121,20762082,5.83E-06
ODISHA,SONEPUR,2003,4,2,1,44,1,8,0,60,20762082,2.89E-06
ODISHA,SRP(CUTTACK),2003,1,2,0,9,1,3,0,16,20762082,7.71E-07
ODISHA,SRP(ROURKELA),2003,1,1,0,3,0,0,0,5,20762082,2.41E-07
ODISHA,SUNDARGARH,2003,21,6,5,52,10,22,0,116,20762082,5.59E-06
ODISHA,TOTAL,2003,725,373,279,1669,188,1289,0,4523,20762082,0.000217849
PUNJAB,AMRITSAR,2003,11,25,4,9,0,50,0,99,13103873,7.56E-06
PUNJAB,BARNALA,2003,15,7,2,12,0,52,0,88,13103873,6.72E-06
PUNJAB,BATALA,2003,13,9,6,6,0,28,0,62,13103873,4.73E-06
PUNJAB,BHATINDA,2003,15,16,1,20,2,36,0,90,13103873,6.87E-06
PUNJAB,FARIDKOT,2003,10,5,2,8,0,49,0,74,13103873,5.65E-06
PUNJAB,FATEHGARH SAHIB,2003,9,4,1,2,2,14,0,32,13103873,2.44E-06
PUNJAB,FEROZEPUR,2003,30,11,7,32,0,34,0,114,13103873,8.70E-06
PUNJAB,G.R.P,2003,1,1,3,3,0,0,0,8,13103873,6.11E-07
PUNJAB,GURDASPUR,2003,15,4,4,4,0,19,0,46,13103873,3.51E-06
PUNJAB,HOSHIARPUR,2003,30,14,7,13,15,51,0,130,13103873,9.92E-06
PUNJAB,JAGRAON,2003,12,4,5,9,0,34,0,64,13103873,4.88E-06
PUNJAB,JALANDHAR,2003,33,46,13,27,0,107,0,226,13103873,1.72E-05
PUNJAB,KAPURTHALA,2003,11,5,2,3,0,37,0,58,13103873,4.43E-06
PUNJAB,KHANNA,2003,7,3,2,7,0,14,0,33,13103873,2.52E-06
PUNJAB,LUDHIANA,2003,38,47,8,72,175,116,0,456,13103873,3.48E-05
PUNJAB,MAJITHA,2003,12,10,3,15,0,29,0,69,13103873,5.27E-06
PUNJAB,MANSA,2003,11,6,6,8,0,12,0,43,13103873,3.28E-06
PUNJAB,MOGA,2003,9,8,3,16,0,17,0,53,13103873,4.04E-06
PUNJAB,MUKTSAR,2003,9,3,1,12,0,10,0,35,13103873,2.67E-06
PUNJAB,NAWAN SHAHR,2003,14,10,1,5,0,32,0,62,13103873,4.73E-06
PUNJAB,PATIALA,2003,33,30,6,28,0,138,0,235,13103873,1.79E-05
PUNJAB,ROPAR,2003,10,9,8,14,3,41,0,85,13103873,6.49E-06
PUNJAB,SANGRUR,2003,19,14,12,14,2,56,0,117,13103873,8.93E-06
PUNJAB,TARN TARAN,2003,13,4,3,7,0,11,0,38,13103873,2.90E-06
PUNJAB,TOTAL,2003,380,295,110,346,199,987,0,2317,13103873,0.000176818
RAJASTHAN,AJMER,2003,36,95,17,75,0,284,0,507,32997440,1.54E-05
RAJASTHAN,ALWAR,2003,50,60,42,114,0,274,0,540,32997440,1.64E-05
RAJASTHAN,BANSWARA,2003,53,51,3,89,2,100,0,298,32997440,9.03E-06
RAJASTHAN,BARAN,2003,50,66,3,175,10,187,0,491,32997440,1.49E-05
RAJASTHAN,BARMER,2003,16,15,17,72,0,63,0,183,32997440,5.55E-06
RAJASTHAN,BHARATPUR,2003,41,68,30,55,0,228,0,422,32997440,1.28E-05
RAJASTHAN,BHILWARA,2003,42,112,6,111,0,286,0,557,32997440,1.69E-05
RAJASTHAN,BIKANER,2003,27,28,14,50,0,164,0,283,32997440,8.58E-06
RAJASTHAN,BUNDI,2003,42,49,4,152,0,198,0,445,32997440,1.35E-05
RAJASTHAN,CHITTORGARH,2003,78,164,6,99,3,379,0,729,32997440,2.21E-05
RAJASTHAN,CHURU,2003,22,14,15,76,1,173,0,301,32997440,9.12E-06
RAJASTHAN,DAUSA,2003,17,21,3,20,0,61,0,122,32997440,3.70E-06
RAJASTHAN,DHOLPUR,2003,20,27,21,36,0,92,0,196,32997440,5.94E-06
RAJASTHAN,DUNGARPUR,2003,15,29,10,50,1,54,0,159,32997440,4.82E-06
RAJASTHAN,G.R.P.,2003,0,0,2,12,2,0,0,16,32997440,4.85E-07
RAJASTHAN,GANGANAGAR,2003,75,47,16,69,0,352,0,559,32997440,1.69E-05
RAJASTHAN,HANUMANGARH,2003,56,24,18,93,1,254,0,446,32997440,1.35E-05
RAJASTHAN,JAIPUR,2003,57,187,32,188,0,482,0,946,32997440,2.87E-05
RAJASTHAN,JAISALMER,2003,3,6,4,16,0,13,0,42,32997440,1.27E-06
RAJASTHAN,JALORE,2003,6,30,7,72,0,75,0,190,32997440,5.76E-06
RAJASTHAN,JHALAWAR,2003,50,51,11,141,1,191,0,445,32997440,1.35E-05
RAJASTHAN,JHUNJHUNU,2003,27,33,7,50,0,102,0,219,32997440,6.64E-06
RAJASTHAN,JODHPUR,2003,34,62,15,96,4,282,0,493,32997440,1.49E-05
RAJASTHAN,KARAULI,2003,34,50,13,80,0,73,0,250,32997440,7.58E-06
RAJASTHAN,KOTA,2003,35,115,9,146,2,307,0,614,32997440,1.86E-05
RAJASTHAN,NAGAUR,2003,32,27,10,115,0,128,0,312,32997440,9.46E-06
RAJASTHAN,PALI,2003,27,65,9,184,1,190,0,476,32997440,1.44E-05
RAJASTHAN,RAJSAMAND,2003,12,53,2,32,2,106,0,207,32997440,6.27E-06
RAJASTHAN,SAWAI MADHOPUR,2003,21,27,10,56,0,112,0,226,32997440,6.85E-06
RAJASTHAN,SIKAR,2003,15,22,17,44,0,111,0,209,32997440,6.33E-06
RAJASTHAN,SIROHI,2003,11,32,6,37,0,97,0,183,32997440,5.55E-06
RAJASTHAN,TONK,2003,11,48,5,45,1,179,1,290,32997440,8.79E-06
RAJASTHAN,UDAIPUR,2003,35,72,5,65,2,136,0,315,32997440,9.55E-06
RAJASTHAN,TOTAL,2003,1050,1750,389,2715,33,5733,1,11671,32997440,0.000353694
SIKKIM,EAST,2003,5,0,0,11,0,1,0,17,287507,5.91E-05
SIKKIM,NORTH,2003,2,0,0,0,0,0,0,2,287507,6.96E-06
SIKKIM,SOUTH,2003,1,0,0,6,0,0,0,7,287507,2.43E-05
SIKKIM,WEST,2003,2,0,0,8,0,0,0,10,287507,3.48E-05
SIKKIM,TOTAL,2003,10,0,0,25,0,1,0,36,287507,0.000125214
TAMIL NADU,CHENGAI,2003,17,33,15,100,62,78,0,305,36009055,8.47E-06
TAMIL NADU,CHENNAI,2003,38,0,18,90,212,159,0,517,36009055,1.44E-05
TAMIL NADU,CHENNAI RLY.,2003,0,0,0,4,2,0,0,6,36009055,1.67E-07
TAMIL NADU,COIMBATORE RURAL,2003,16,14,17,79,29,97,0,252,36009055,7.00E-06
TAMIL NADU,COIMBATORE URBAN,2003,4,1,1,18,6,24,0,54,36009055,1.50E-06
TAMIL NADU,CUDDALORE,2003,19,10,10,73,18,35,0,165,36009055,4.58E-06
TAMIL NADU,DHARMAPURI,2003,23,34,16,91,11,36,0,211,36009055,5.86E-06
TAMIL NADU,DINDIGUL,2003,18,14,3,51,2,30,0,118,36009055,3.28E-06
TAMIL NADU,ERODE,2003,11,33,2,60,10,50,0,166,36009055,4.61E-06
TAMIL NADU,KANCHIPURAM,2003,31,16,11,57,60,23,0,198,36009055,5.50E-06
TAMIL NADU,KANYAKUMARI,2003,11,9,4,22,33,50,0,129,36009055,3.58E-06
TAMIL NADU,KARUR,2003,3,10,2,5,4,24,0,48,36009055,1.33E-06
TAMIL NADU,MADURAI RURAL,2003,22,24,13,58,8,63,0,188,36009055,5.22E-06
TAMIL NADU,MADURAI URBAN,2003,7,16,10,29,49,35,0,146,36009055,4.05E-06
TAMIL NADU,NAGAPATTINAM,2003,5,19,8,50,4,25,0,111,36009055,3.08E-06
TAMIL NADU,NAMAKKAL,2003,7,22,6,54,20,41,0,150,36009055,4.17E-06
TAMIL NADU,NILGIRIS,2003,9,2,0,39,4,0,0,54,36009055,1.50E-06
TAMIL NADU,PERAMBALUR,2003,13,26,3,65,10,42,0,159,36009055,4.42E-06
TAMIL NADU,PUDUKOTTAI,2003,8,14,2,52,5,28,0,109,36009055,3.03E-06
TAMIL NADU,RAMNATHAPURAM,2003,10,10,3,49,6,45,0,123,36009055,3.42E-06
TAMIL NADU,SALEM RURAL,2003,35,62,10,167,9,151,0,434,36009055,1.21E-05
TAMIL NADU,SALEM URBAN,2003,11,8,3,11,13,13,0,59,36009055,1.64E-06
TAMIL NADU,SIVAGANGAI,2003,4,19,4,17,7,34,0,85,36009055,2.36E-06
TAMIL NADU,THANJAVUR,2003,14,22,1,100,14,33,0,184,36009055,5.11E-06
TAMIL NADU,THENI,2003,6,5,4,53,7,25,0,100,36009055,2.78E-06
TAMIL NADU,THIRUNELVELI RURAL,2003,43,27,11,122,28,41,0,272,36009055,7.55E-06
TAMIL NADU,THIRUNELVELI URBAN,2003,4,10,0,11,18,21,0,64,36009055,1.78E-06
TAMIL NADU,THIRUVALLUR,2003,14,23,8,70,13,28,0,156,36009055,4.33E-06
TAMIL NADU,THIRUVANNAMALAI,2003,25,20,6,37,8,22,0,118,36009055,3.28E-06
TAMIL NADU,THIRUVARUR,2003,9,8,2,71,9,19,0,118,36009055,3.28E-06
TAMIL NADU,THOOTHUGUDI,2003,21,22,5,76,51,54,0,229,36009055,6.36E-06
TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,1,0,0,1,36009055,2.78E-08
TAMIL NADU,TRICHY RURAL,2003,7,9,7,16,4,44,1,88,36009055,2.44E-06
TAMIL NADU,TRICHY URBAN,2003,6,7,0,5,41,44,0,103,36009055,2.86E-06
TAMIL NADU,VELLORE,2003,20,23,6,43,32,17,0,141,36009055,3.92E-06
TAMIL NADU,VILLUPURAM,2003,39,40,6,100,29,62,0,276,36009055,7.66E-06
TAMIL NADU,VIRUDHUNAGAR,2003,27,20,3,77,42,62,0,231,36009055,6.42E-06
TAMIL NADU,TOTAL,2003,557,632,220,2022,881,1555,1,5868,36009055,0.000162959
TRIPURA,DHALAI,2003,5,2,2,8,0,10,0,27,1799541,1.50E-05
TRIPURA,NORTH,2003,36,4,3,38,0,75,0,156,1799541,8.67E-05
TRIPURA,SOUTH,2003,37,7,3,54,0,73,0,174,1799541,9.67E-05
TRIPURA,WEST,2003,36,16,12,27,0,89,0,180,1799541,0.000100026
TRIPURA,TOTAL,2003,114,29,20,127,0,247,0,537,1799541,0.000298409
UTTAR PRADESH,AGRA,2003,27,73,55,59,55,183,0,452,95331831,4.74E-06
UTTAR PRADESH,ALIGARH,2003,24,60,33,27,14,108,0,266,95331831,2.79E-06
UTTAR PRADESH,ALLAHABAD,2003,21,19,40,12,27,77,0,196,95331831,2.06E-06
UTTAR PRADESH,AMBEDKAR NAGAR,2003,7,15,10,6,7,16,0,61,95331831,6.40E-07
UTTAR PRADESH,AURAIYA,2003,4,10,16,11,24,13,0,78,95331831,8.18E-07
UTTAR PRADESH,AZAMGARH,2003,6,23,16,18,39,45,0,147,95331831,1.54E-06
UTTAR PRADESH,BADAUN,2003,31,40,28,29,89,15,0,232,95331831,2.43E-06
UTTAR PRADESH,BAGHPAT,2003,12,14,10,9,45,23,0,113,95331831,1.19E-06
UTTAR PRADESH,BAHRAICH,2003,5,8,7,8,271,17,0,316,95331831,3.31E-06
UTTAR PRADESH,BALLIA,2003,2,3,8,8,25,8,0,54,95331831,5.66E-07
UTTAR PRADESH,BALRAMPUR,2003,3,4,3,1,45,6,0,62,95331831,6.50E-07
UTTAR PRADESH,BANDA,2003,10,6,13,15,17,10,0,71,95331831,7.45E-07
UTTAR PRADESH,BARABANKI,2003,12,19,16,11,50,27,0,135,95331831,1.42E-06
UTTAR PRADESH,BAREILLY,2003,32,47,37,27,78,84,0,305,95331831,3.20E-06
UTTAR PRADESH,BASTI,2003,5,11,14,9,161,15,0,215,95331831,2.26E-06
UTTAR PRADESH,BIJNOR,2003,20,23,24,23,254,50,0,394,95331831,4.13E-06
UTTAR PRADESH,BULANDSHAHAR,2003,13,30,25,26,98,105,0,297,95331831,3.12E-06
UTTAR PRADESH,CHANDOLI,2003,3,2,11,5,14,3,0,38,95331831,3.99E-07
UTTAR PRADESH,CHITRAKOOT DHAM,2003,10,0,6,7,0,7,0,30,95331831,3.15E-07
UTTAR PRADESH,DEORIA,2003,3,12,21,7,9,14,0,66,95331831,6.92E-07
UTTAR PRADESH,ETAH,2003,18,23,38,19,15,37,0,150,95331831,1.57E-06
UTTAR PRADESH,ETAWAH,2003,2,9,16,12,6,18,0,63,95331831,6.61E-07
UTTAR PRADESH,FAIZABAD,2003,10,11,4,6,42,2,0,75,95331831,7.87E-07
UTTAR PRADESH,FATEHGARH,2003,7,9,18,9,68,19,0,130,95331831,1.36E-06
UTTAR PRADESH,FATEHPUR,2003,3,14,24,4,19,15,0,79,95331831,8.29E-07
UTTAR PRADESH,FIROZABAD,2003,12,32,30,33,89,51,0,247,95331831,2.59E-06
UTTAR PRADESH,G.R.P.,2003,3,1,0,6,24,0,0,34,95331831,3.57E-07
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,10,19,14,13,19,23,0,98,95331831,1.03E-06
UTTAR PRADESH,GHAZIABAD,2003,15,49,17,18,65,97,0,261,95331831,2.74E-06
UTTAR PRADESH,GHAZIPUR,2003,2,8,11,3,24,24,0,72,95331831,7.55E-07
UTTAR PRADESH,GONDA,2003,5,8,16,3,215,4,0,251,95331831,2.63E-06
UTTAR PRADESH,GORAKHPUR,2003,13,32,18,22,25,36,0,146,95331831,1.53E-06
UTTAR PRADESH,HAMIRPUR,2003,10,4,12,15,5,2,0,48,95331831,5.04E-07
UTTAR PRADESH,HARDOI,2003,24,31,18,30,83,37,0,223,95331831,2.34E-06
UTTAR PRADESH,HATHRAS,2003,21,23,10,19,21,74,0,168,95331831,1.76E-06
UTTAR PRADESH,J.P.NAGAR,2003,6,14,13,4,121,24,0,182,95331831,1.91E-06
UTTAR PRADESH,JALAUN,2003,6,8,22,11,13,15,0,75,95331831,7.87E-07
UTTAR PRADESH,JAUNPUR,2003,4,13,22,6,45,29,0,119,95331831,1.25E-06
UTTAR PRADESH,JHANSI,2003,4,8,8,4,209,5,0,238,95331831,2.50E-06
UTTAR PRADESH,KANNAUJ,2003,4,22,16,14,28,29,0,113,95331831,1.19E-06
UTTAR PRADESH,KANPUR DEHAT,2003,6,20,22,15,118,19,0,200,95331831,2.10E-06
UTTAR PRADESH,KANPUR NAGAR,2003,24,57,43,40,147,94,0,405,95331831,4.25E-06
UTTAR PRADESH,KAUSHAMBI,2003,17,4,16,7,9,5,0,58,95331831,6.08E-07
UTTAR PRADESH,KHIRI,2003,28,40,35,30,213,60,0,406,95331831,4.26E-06
UTTAR PRADESH,KUSHI NAGAR,2003,5,9,12,11,97,14,0,148,95331831,1.55E-06
UTTAR PRADESH,LALITPUR,2003,5,4,5,4,60,3,0,81,95331831,8.50E-07
UTTAR PRADESH,LUCKNOW,2003,38,98,29,63,302,216,0,746,95331831,7.83E-06
UTTAR PRADESH,MAHARAJGANJ,2003,4,10,4,7,56,2,0,83,95331831,8.71E-07
UTTAR PRADESH,MAHOBA,2003,2,5,9,13,7,3,0,39,95331831,4.09E-07
UTTAR PRADESH,MAINPURI,2003,7,19,31,10,6,13,0,86,95331831,9.02E-07
UTTAR PRADESH,MATHURA,2003,16,26,18,21,36,65,0,182,95331831,1.91E-06
UTTAR PRADESH,MAU,2003,5,10,9,10,69,10,0,113,95331831,1.19E-06
UTTAR PRADESH,MEERUT,2003,40,55,31,31,165,199,0,521,95331831,5.47E-06
UTTAR PRADESH,MIRZAPUR,2003,6,6,12,6,4,8,0,42,95331831,4.41E-07
UTTAR PRADESH,MORADABAD,2003,43,43,24,25,158,112,0,405,95331831,4.25E-06
UTTAR PRADESH,MUZAFFARNAGAR,2003,32,36,29,23,205,73,0,398,95331831,4.17E-06
UTTAR PRADESH,PILIBHIT,2003,21,20,13,9,137,0,0,200,95331831,2.10E-06
UTTAR PRADESH,PRATAPGARH,2003,9,19,24,7,12,38,0,109,95331831,1.14E-06
UTTAR PRADESH,RAIBAREILLY,2003,20,25,16,36,102,38,0,237,95331831,2.49E-06
UTTAR PRADESH,RAMPUR,2003,13,21,12,12,7,5,0,70,95331831,7.34E-07
UTTAR PRADESH,SAHARANPUR,2003,17,50,10,17,70,77,0,241,95331831,2.53E-06
UTTAR PRADESH,SANT KABIRNAGAR,2003,0,4,10,5,43,10,0,72,95331831,7.55E-07
UTTAR PRADESH,SHAHJAHANPUR,2003,17,60,28,17,63,11,0,196,95331831,2.06E-06
UTTAR PRADESH,SHRAWASTI,2003,3,4,4,2,18,5,0,36,95331831,3.78E-07
UTTAR PRADESH,SIDHARTHNAGAR,2003,2,7,8,4,7,11,0,39,95331831,4.09E-07
UTTAR PRADESH,SITAPUR,2003,47,40,50,53,36,37,0,263,95331831,2.76E-06
UTTAR PRADESH,SONBHADRA,2003,5,4,11,7,15,6,0,48,95331831,5.04E-07
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,2,1,5,2,3,9,0,22,95331831,2.31E-07
UTTAR PRADESH,SULTANPUR,2003,18,19,19,10,81,38,0,185,95331831,1.94E-06
UTTAR PRADESH,UNNAO,2003,23,19,42,28,195,45,0,352,95331831,3.69E-06
UTTAR PRADESH,VARANASI,2003,7,7,21,4,71,33,0,143,95331831,1.50E-06
UTTAR PRADESH,TOTAL,2003,911,1499,1322,1098,4970,2626,0,12426,95331831,0.000130345
UTTARAKHAND,ALMORA,2003,1,1,9,6,4,5,0,26,4948519,5.25E-06
UTTARAKHAND,BAGESHWAR,2003,4,0,2,3,0,0,0,9,4948519,1.82E-06
UTTARAKHAND,CHAMOLI,2003,4,3,3,8,2,1,0,21,4948519,4.24E-06
UTTARAKHAND,CHAMPAWAT,2003,1,3,2,5,0,4,0,15,4948519,3.03E-06
UTTARAKHAND,DEHRADUN,2003,16,28,11,13,31,85,0,184,4948519,3.72E-05
UTTARAKHAND,HARIDWAR,2003,31,25,7,21,36,79,0,199,4948519,4.02E-05
UTTARAKHAND,NAINITAL,2003,9,14,12,15,3,30,0,83,4948519,1.68E-05
UTTARAKHAND,PAURI GARHWAL,2003,7,14,13,9,0,17,0,60,4948519,1.21E-05
UTTARAKHAND,PITHORAGARH,2003,3,0,6,7,0,1,0,17,4948519,3.44E-06
UTTARAKHAND,RUDRA PRAYAG,2003,2,2,7,2,0,4,0,17,4948519,3.44E-06
UTTARAKHAND,TEHRI GARHWAL,2003,6,4,6,10,0,10,0,36,4948519,7.27E-06
UTTARAKHAND,UDHAMSINGH NAGAR,2003,14,34,15,29,20,75,0,187,4948519,3.78E-05
UTTARAKHAND,UTTARKASHI,2003,9,6,0,8,2,6,0,31,4948519,6.26E-06
UTTARAKHAND,TOTAL,2003,107,134,93,136,98,317,0,885,4948519,0.000178841
WEST BENGAL,24 PARGANAS NORTH,2003,92,103,24,105,3,672,0,999,44467088,2.25E-05
WEST BENGAL,24 PARGANAS SOUTH,2003,89,69,47,105,1,822,0,1133,44467088,2.55E-05
WEST BENGAL,ASANSOL,2003,8,11,4,19,1,128,0,171,44467088,3.85E-06
WEST BENGAL,BANKURA,2003,43,11,20,31,0,106,0,211,44467088,4.75E-06
WEST BENGAL,BIRBHUM,2003,48,30,13,51,0,164,0,306,44467088,6.88E-06
WEST BENGAL,BURDWAN,2003,61,33,26,51,0,301,1,473,44467088,1.06E-05
WEST BENGAL,COOCHBEHAR,2003,53,34,11,60,0,176,0,334,44467088,7.51E-06
WEST BENGAL,DAKSHIN DINAJPUR,2003,31,32,8,40,1,104,0,216,44467088,4.86E-06
WEST BENGAL,DARJEELING,2003,24,26,3,20,0,58,0,131,44467088,2.95E-06
WEST BENGAL,HOOGHLY,2003,39,31,14,25,0,383,0,492,44467088,1.11E-05
WEST BENGAL,HOWRAH,2003,9,8,12,7,0,59,0,95,44467088,2.14E-06
WEST BENGAL,HOWRAH CITY,2003,6,7,5,11,1,65,0,95,44467088,2.14E-06
WEST BENGAL,HOWRAH G.R.P.,2003,0,2,0,5,0,1,0,8,44467088,1.80E-07
WEST BENGAL,JALPAIGURI,2003,60,23,4,75,1,164,0,327,44467088,7.35E-06
WEST BENGAL,KHARAGPUR G.R.P.,2003,0,0,0,0,0,0,0,0,44467088,0
WEST BENGAL,KOLKATA,2003,36,85,16,185,57,222,0,601,44467088,1.35E-05
WEST BENGAL,MALDA,2003,57,20,4,67,1,99,0,248,44467088,5.58E-06
WEST BENGAL,MURSHIDABAD,2003,106,84,17,131,0,408,0,746,44467088,1.68E-05
WEST BENGAL,NADIA,2003,108,59,23,96,2,299,0,587,44467088,1.32E-05
WEST BENGAL,PASCHIM MIDNAPUR,2003,50,45,18,31,2,338,0,484,44467088,1.09E-05
WEST BENGAL,PURAB MIDNAPUR,2003,33,49,37,11,0,233,0,363,44467088,8.16E-06
WEST BENGAL,PURULIA,2003,25,14,8,34,0,82,0,163,44467088,3.67E-06
WEST BENGAL,SEALDAH G.R.P.,2003,0,0,1,2,0,0,0,3,44467088,6.75E-08
WEST BENGAL,SILIGURI G.R.P.,2003,0,2,0,1,0,0,0,3,44467088,6.75E-08
WEST BENGAL,UTTAR DINAJPUR,2003,24,23,14,23,1,64,0,149,44467088,3.35E-06
WEST BENGAL,TOTAL,2003,1002,801,329,1186,71,4948,1,8338,44467088,0.000187509
A & N ISLANDS,ANDAMAN,2003,2,2,0,9,2,7,0,22,177710,0.000123797
A & N ISLANDS,NICOBAR,2003,0,0,0,0,0,0,0,0,177710,0
A & N ISLANDS,TOTAL,2003,2,2,0,9,2,7,0,22,177710,0.000123797
CHANDIGARH,CHANDIGARH,2003,18,28,1,11,4,93,0,155,474787,0.000326462
CHANDIGARH,TOTAL,2003,18,28,1,11,4,93,0,155,474787,0.000326462
D&N HAVELI,D and N HAVELI,2003,1,4,0,4,0,2,0,11,149949,7.34E-05
D&N HAVELI,TOTAL,2003,1,4,0,4,0,2,0,11,149949,7.34E-05
DAMAN & DIU,DAMAN,2003,4,1,0,3,0,0,0,8,92946,8.61E-05
DAMAN & DIU,DIU,2003,1,0,1,0,0,0,0,2,92946,2.15E-05
DAMAN & DIU,TOTAL,2003,5,1,1,3,0,0,0,10,92946,0.000107589
DELHI,CENTRAL,2003,20,40,4,29,10,49,0,152,78000615,1.95E-06
DELHI,DELHI UT TOTAL,2003,490,797,130,489,105,1211,0,3222,78000615,4.13E-05
DELHI,EAST,2003,37,119,15,73,8,190,0,442,78000615,5.67E-06
DELHI,G.R.P.(RLY),2003,0,5,3,4,0,0,0,12,78000615,1.54E-07
DELHI,I.G.I. AIRPORT,2003,0,1,0,5,1,0,0,7,78000615,8.97E-08
DELHI,NEW DELHI,2003,8,16,1,20,8,13,0,66,78000615,8.46E-07
DELHI,NORTH,2003,34,44,4,16,8,55,0,161,78000615,2.06E-06
DELHI,NORTH EAST,2003,53,133,20,41,5,128,0,380,78000615,4.87E-06
DELHI,NORTH WEST,2003,128,191,27,102,14,290,0,752,78000615,9.64E-06
DELHI,S.T.F.,2003,0,0,0,0,0,0,0,0,78000615,0
DELHI,SOUTH,2003,83,102,24,89,21,199,0,518,78000615,6.64E-06
DELHI,SOUTH WEST,2003,57,73,22,52,26,119,0,349,78000615,4.47E-06
DELHI,WEST,2003,70,73,10,58,4,168,0,383,78000615,4.91E-06
LAKSHADWEEP,LAKSHADWEEP,2003,2,0,0,1,0,1,0,4,31350,0.000127592
LAKSHADWEEP,TOTAL,2003,2,0,0,1,0,1,0,4,31350,0.000127592
PUDUCHERRY,PONDICHERRY,2003,2,13,1,56,27,4,0,103,635442,0.000162092
PUDUCHERRY,TOTAL,2003,2,13,1,56,27,4,0,103,635442,0.000162092
ANDHRA PRADESH,ADILABAD,2004,50,42,14,135,71,296,0,608,42138631,1.44E-05
ANDHRA PRADESH,ANANTAPUR,2004,20,31,11,196,50,147,0,455,42138631,1.08E-05
ANDHRA PRADESH,CHITTOOR,2004,28,27,22,116,197,234,0,624,42138631,1.48E-05
ANDHRA PRADESH,CUDDAPAH,2004,14,31,7,118,49,120,0,339,42138631,8.04E-06
ANDHRA PRADESH,CYBERABAD,2004,40,69,43,106,85,517,0,860,42138631,2.04E-05
ANDHRA PRADESH,EAST GODAVARI,2004,31,23,13,112,105,293,0,577,42138631,1.37E-05
ANDHRA PRADESH,GUNTAKAL RLY.,2004,0,0,0,1,0,0,0,1,42138631,2.37E-08
ANDHRA PRADESH,GUNTUR,2004,46,60,32,186,104,397,0,825,42138631,1.96E-05
ANDHRA PRADESH,HYDERABAD CITY,2004,56,62,29,144,206,1142,2,1641,42138631,3.89E-05
ANDHRA PRADESH,KARIMNAGAR,2004,85,98,61,370,155,717,0,1486,42138631,3.53E-05
ANDHRA PRADESH,KHAMMAM,2004,43,46,18,176,310,400,0,993,42138631,2.36E-05
ANDHRA PRADESH,KRISHNA,2004,33,13,13,182,108,362,0,711,42138631,1.69E-05
ANDHRA PRADESH,KURNOOL,2004,29,32,6,242,157,230,0,696,42138631,1.65E-05
ANDHRA PRADESH,MAHABOOBNAGAR,2004,56,52,21,164,10,251,0,554,42138631,1.31E-05
ANDHRA PRADESH,MEDAK,2004,52,32,41,86,54,229,0,494,42138631,1.17E-05
ANDHRA PRADESH,NALGONDA,2004,46,57,34,200,66,272,0,675,42138631,1.60E-05
ANDHRA PRADESH,NELLORE,2004,107,55,11,173,88,142,0,576,42138631,1.37E-05
ANDHRA PRADESH,NIZAMABAD,2004,24,19,17,74,46,339,0,519,42138631,1.23E-05
ANDHRA PRADESH,PRAKASHAM,2004,19,37,6,130,24,146,0,362,42138631,8.59E-06
ANDHRA PRADESH,RANGA REDDY,2004,25,22,17,49,15,136,0,264,42138631,6.27E-06
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,0,0,2,1,0,2,0,5,42138631,1.19E-07
ANDHRA PRADESH,SRIKAKULAM,2004,15,13,14,58,11,165,0,276,42138631,6.55E-06
ANDHRA PRADESH,VIJAYAWADA,2004,19,43,10,132,196,678,0,1078,42138631,2.56E-05
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,0,0,0,6,0,1,0,7,42138631,1.66E-07
ANDHRA PRADESH,VISAKHA RURAL,2004,18,12,3,54,30,94,0,211,42138631,5.01E-06
ANDHRA PRADESH,VISAKHAPATNAM,2004,12,16,1,24,43,243,0,339,42138631,8.04E-06
ANDHRA PRADESH,VIZIANAGARAM,2004,14,7,6,53,26,155,0,261,42138631,6.19E-06
ANDHRA PRADESH,WARANGAL,2004,53,88,43,228,0,162,0,574,42138631,1.36E-05
ANDHRA PRADESH,WEST GODAVARI,2004,81,43,17,301,104,518,0,1064,42138631,2.52E-05
ANDHRA PRADESH,TOTAL,2004,1016,1030,512,3817,2310,8388,2,17075,42138631,0.00040521
ARUNACHAL PRADESH,CHANGLANG,2004,9,5,0,1,0,1,0,16,669815,2.39E-05
ARUNACHAL PRADESH,DIBANG VALLEY,2004,3,0,0,0,0,0,0,3,669815,4.48E-06
ARUNACHAL PRADESH,K/KUMEY,2004,0,1,0,0,0,0,0,1,669815,1.49E-06
ARUNACHAL PRADESH,KAMENG EAST,2004,0,2,0,4,0,0,0,6,669815,8.96E-06
ARUNACHAL PRADESH,KAMENG WEST,2004,2,2,0,1,0,0,0,5,669815,7.46E-06
ARUNACHAL PRADESH,LOHIT,2004,5,5,0,8,0,0,0,18,669815,2.69E-05
ARUNACHAL PRADESH,PAPUM PARE,2004,4,4,0,8,0,0,0,16,669815,2.39E-05
